,tournament,city,country,date,tournament_type,discipline,round,winner,nb_sets,retired,game_1_score,game_2_score,game_3_score,team_one_player_one,team_one_player_two,team_two_player_one,team_two_player_two,team_one_player_one_nationality,team_one_player_two_nationality,team_two_player_one_nationality,team_two_player_two_nationality,team_one_total_points,team_two_total_points,team_one_most_consecutive_points,team_two_most_consecutive_points,team_one_game_points,team_two_game_points,team_one_most_consecutive_points_game_1,team_two_most_consecutive_points_game_1,team_one_game_points_game_1,team_two_game_points_game_1,game_1_scores,team_one_most_consecutive_points_game_2,team_two_most_consecutive_points_game_2,team_one_game_points_game_2,team_two_game_points_game_2,game_2_scores,team_one_most_consecutive_points_game_3,team_two_most_consecutive_points_game_3,team_one_game_points_game_3,team_two_game_points_game_3,game_3_scores,team_one_nationalities,team_two_nationalities
2676,YONEX Thailand Open,Bangkok,Thailand,16-01-2021,HSBC BWF World Tour Super 1000,MD,Semi final,1,2,False,21-19,21-10,,V Shem Goh,Wee Kiong Tan,Leo Rolly Carnando,Leo Rolly Carnando,MAS,MAS,INA,INA,42,29,8,5,8,0,5,5,6,0,"['0-0', '1-0', '1-1', '1-2', '1-3', '2-3', '2-4', '3-4', '4-4', '4-5', '4-6', '5-6', '5-7', '5-8', '6-8', '7-8', '8-8', '9-8', '10-8', '10-9', '11-9', '12-9', '13-9', '14-9', '15-9', '15-10', '16-10', '17-10', '17-11', '17-12', '18-12', '18-13', '18-14', '19-14', '20-14', '20-15', '20-16', '20-17', '20-18', '20-19', '21-19']",8.0,4.0,2.0,0.0,"['0-0', '1-0', '2-0', '2-1', '3-1', '4-1', '5-1', '6-1', '6-2', '6-3', '6-4', '6-5', '7-5', '8-5', '9-5', '10-5', '11-5', '12-5', '13-5', '14-5', '14-6', '15-6', '16-6', '17-6', '17-7', '18-7', '19-7', '19-8', '19-9', '20-9', '20-10', '21-10']",,,,,[],MAS,INA
2677,YONEX Thailand Open,Bangkok,Thailand,16-01-2021,HSBC BWF World Tour Super 1000,MD,Semi final,1,3,False,15-21,21-14,21-14,Yang Lee,Chi-Lin Wang,Solgyu Choi,Solgyu Choi,TPE,TPE,KOR,KOR,57,49,9,4,3,1,3,4,0,1,"['0-0', '0-1', '1-1', '1-2', '2-2', '2-3', '3-3', '3-4', '4-4', '5-4', '6-4', '6-5', '7-5', '8-5', '8-6', '9-6', '9-7', '9-8', '9-9', '9-10', '10-10', '10-11', '10-12', '10-13', '10-14', '11-14', '11-15', '11-16', '11-17', '11-18', '12-18', '12-19', '13-19', '14-19', '15-19', '15-20', '15-21']",4.0,3.0,1.0,0.0,"['0-0', '1-0', '2-0', '2-1', '3-1', '4-1', '4-2', '5-2', '5-3', '6-3', '7-3', '7-4', '8-4', '8-5', '8-6', '9-6', '10-6', '10-7', '11-7', '11-8', '11-9', '12-9', '13-9', '14-9', '14-10', '15-10', '16-10', '16-11', '16-12', '16-13', '17-13', '17-14', '18-14', '19-14', '20-14', '21-14']",5.0,3.0,2.0,0.0,"['0-0', '1-0', '2-0', '3-0', '4-0', '5-0', '5-1', '6-1', '7-1', '7-2', '7-3', '7-4', '8-4', '8-5', '8-6', '9-6', '10-6', '10-7', '11-7', '11-8', '12-8', '13-8', '14-8', '14-9', '15-9', '16-9', '17-9', '17-10', '17-11', '18-11', '18-12', '18-13', '19-13', '20-13', '20-14', '21-14']",TPE,KOR
2678,YONEX Thailand Open,Bangkok,Thailand,17-01-2021,HSBC BWF World Tour Super 1000,MD,Final,2,3,False,16-21,23-21,19-21,V Shem Goh,Wee Kiong Tan,Yang Lee,Yang Lee,MAS,MAS,TPE,TPE,58,63,4,6,2,7,2,6,0,2,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '3-3', '3-4', '3-5', '4-5', '5-5', '5-6', '5-7', '6-7', '6-8', '6-9', '6-10', '6-11', '6-12', '6-13', '7-13', '8-13', '8-14', '8-15', '8-16', '9-16', '10-16', '10-17', '11-17', '11-18', '12-18', '13-18', '13-19', '14-19', '15-19', '15-20', '16-20', '16-21']",3.0,3.0,2.0,2.0,"['0-0', '0-1', '0-2', '1-2', '2-2', '3-2', '3-3', '4-3', '5-3', '5-4', '6-4', '6-5', '6-6', '7-6', '7-7', '7-8', '7-9', '8-9', '8-10', '8-11', '9-11', '9-12', '10-12', '11-12', '12-12', '12-13', '13-13', '13-14', '14-14', '14-15', '14-16', '15-16', '15-17', '15-18', '16-18', '16-19', '17-19', '18-19', '18-20', '19-20', '20-20', '21-20', '21-21', '22-21', '23-21']",4.0,3.0,0.0,3.0,"['0-0', '1-0', '1-1', '1-2', '1-3', '2-3', '2-4', '3-4', '3-5', '4-5', '5-5', '5-6', '6-6', '6-7', '6-8', '6-9', '7-9', '7-10', '8-10', '9-10', '9-11', '10-11', '10-12', '10-13', '11-13', '12-13', '12-14', '12-15', '12-16', '13-16', '13-17', '13-18', '13-19', '14-19', '15-19', '16-19', '17-19', '17-20', '18-20', '19-20', '19-21']",MAS,TPE
2679,TOYOTA Thailand Open,Bangkok,Thailand,19-01-2021,HSBC BWF World Tour Super 1000,MD,Round of 32,0,1,True,6-2,,,V Shem Goh,Wee Kiong Tan,Gi Jung Kim,Gi Jung Kim,MAS,MAS,KOR,KOR,6,2,5,1,0,0,5,1,0,0,"['0-0', '0-1', '1-1', '2-1', '3-1', '4-1', '5-1', '5-2', '6-2']",,,,,,,,,,,MAS,KOR
2680,TOYOTA Thailand Open,Bangkok,Thailand,19-01-2021,HSBC BWF World Tour Super 1000,MD,Round of 32,1,2,False,21-10,21-18,,Aaron Chia,Wooi Yik Soh,Weeraphat Phakjarung,Weeraphat Phakjarung,MAS,MAS,THA,THA,42,28,8,5,5,0,6,3,2,0,"['0-0', '1-0', '2-0', '3-0', '4-0', '5-0', '6-0', '6-1', '7-1', '8-1', '8-2', '9-2', '9-3', '9-4', '10-4', '11-4', '12-4', '13-4', '13-5', '14-5', '15-5', '15-6', '15-7', '15-8', '16-8', '17-8', '17-9', '18-9', '19-9', '20-9', '20-10', '21-10']",8.0,5.0,3.0,0.0,"['0-0', '1-0', '1-1', '2-1', '3-1', '4-1', '5-1', '6-1', '7-1', '8-1', '9-1', '9-2', '10-2', '10-3', '10-4', '10-5', '10-6', '11-6', '12-6', '13-6', '14-6', '14-7', '15-7', '15-8', '16-8', '16-9', '16-10', '16-11', '16-12', '16-13', '17-13', '17-14', '18-14', '18-15', '18-16', '19-16', '20-16', '20-17', '20-18', '21-18']",,,,,[],MAS,THA
2681,TOYOTA Thailand Open,Bangkok,Thailand,19-01-2021,HSBC BWF World Tour Super 1000,MD,Round of 32,2,3,False,21-17,15-21,19-21,Kim Astrup,Anders Skaarup Rasmussen,Leo Rolly Carnando,Leo Rolly Carnando,DEN,DEN,INA,INA,55,59,6,7,1,4,6,4,1,0,"['0-0', '0-1', '1-1', '1-2', '2-2', '2-3', '3-3', '4-3', '5-3', '6-3', '6-4', '7-4', '8-4', '9-4', '10-4', '11-4', '12-4', '12-5', '12-6', '13-6', '14-6', '15-6', '15-7', '15-8', '15-9', '15-10', '16-10', '16-11', '17-11', '17-12', '17-13', '17-14', '18-14', '18-15', '18-16', '19-16', '19-17', '20-17', '21-17']",6.0,7.0,0.0,1.0,"['0-0', '0-1', '1-1', '1-2', '1-3', '2-3', '2-4', '2-5', '3-5', '3-6', '4-6', '5-6', '6-6', '7-6', '8-6', '9-6', '9-7', '10-7', '10-8', '11-8', '11-9', '12-9', '12-10', '12-11', '12-12', '12-13', '12-14', '12-15', '12-16', '13-16', '13-17', '13-18', '14-18', '14-19', '15-19', '15-20', '15-21']",3.0,4.0,0.0,3.0,"['0-0', '0-1', '0-2', '1-2', '2-2', '2-3', '3-3', '4-3', '4-4', '4-5', '5-5', '6-5', '6-6', '6-7', '6-8', '6-9', '7-9', '7-10', '7-11', '8-11', '8-12', '9-12', '10-12', '10-13', '10-14', '11-14', '12-14', '12-15', '13-15', '13-16', '14-16', '15-16', '16-16', '16-17', '17-17', '17-18', '17-19', '17-20', '18-20', '19-20', '19-21']",DEN,INA
2682,TOYOTA Thailand Open,Bangkok,Thailand,19-01-2021,HSBC BWF World Tour Super 1000,MD,Round of 32,1,3,False,19-21,21-13,21-19,Yew Sin Ong,Ee Yi Teo,Nipitphon Phuangphuapet,Nipitphon Phuangphuapet,MAS,MAS,THA,THA,61,53,5,5,2,1,4,5,0,1,"['0-0', '0-1', '1-1', '1-2', '1-3', '2-3', '2-4', '2-5', '3-5', '4-5', '5-5', '6-5', '6-6', '7-6', '8-6', '8-7', '9-7', '9-8', '10-8', '10-9', '11-9', '11-10', '12-10', '13-10', '13-11', '13-12', '13-13', '13-14', '13-15', '14-15', '14-16', '15-16', '15-17', '16-17', '16-18', '17-18', '18-18', '18-19', '19-19', '19-20', '19-21']",5.0,4.0,1.0,0.0,"['0-0', '0-1', '1-1', '2-1', '3-1', '4-1', '4-2', '5-2', '6-2', '7-2', '8-2', '9-2', '9-3', '10-3', '10-4', '10-5', '10-6', '11-6', '11-7', '11-8', '11-9', '11-10', '12-10', '12-11', '13-11', '14-11', '15-11', '15-12', '16-12', '17-12', '18-12', '18-13', '19-13', '20-13', '21-13']",3.0,3.0,1.0,0.0,"['0-0', '0-1', '1-1', '1-2', '2-2', '2-3', '2-4', '2-5', '3-5', '4-5', '4-6', '4-7', '5-7', '5-8', '5-9', '6-9', '6-10', '7-10', '8-10', '9-10', '9-11', '10-11', '10-12', '11-12', '12-12', '12-13', '12-14', '13-14', '13-15', '14-15', '15-15', '16-15', '16-16', '17-16', '18-16', '18-17', '19-17', '19-18', '19-19', '20-19', '21-19']",MAS,THA
2683,TOYOTA Thailand Open,Bangkok,Thailand,19-01-2021,HSBC BWF World Tour Super 1000,MD,Round of 32,2,2,False,20-22,26-28,,Manu Attri,B. Sumeeth Reddy,Satwiksairaj Rankireddy,Satwiksairaj Rankireddy,IND,IND,IND,IND,46,50,5,4,7,4,3,4,2,1,"['0-0', '1-0', '2-0', '3-0', '3-1', '4-1', '4-2', '5-2', '6-2', '7-2', '7-3', '8-3', '8-4', '8-5', '8-6', '9-6', '9-7', '10-7', '11-7', '12-7', '12-8', '13-8', '13-9', '13-10', '14-10', '15-10', '15-11', '16-11', '17-11', '17-12', '17-13', '17-14', '18-14', '18-15', '18-16', '19-16', '19-17', '19-18', '20-18', '20-19', '20-20', '20-21', '20-22']",5.0,4.0,5.0,3.0,"['0-0', '1-0', '1-1', '2-1', '2-2', '2-3', '3-3', '4-3', '5-3', '6-3', '7-3', '7-4', '8-4', '9-4', '9-5', '9-6', '10-6', '11-6', '12-6', '13-6', '13-7', '14-7', '14-8', '14-9', '15-9', '16-9', '16-10', '16-11', '17-11', '17-12', '18-12', '18-13', '18-14', '18-15', '18-16', '19-16', '19-17', '19-18', '19-19', '20-19', '20-20', '21-20', '21-21', '21-22', '22-22', '23-22', '23-23', '24-23', '24-24', '25-24', '25-25', '25-26', '26-26', '26-27', '26-28']",,,,,[],IND,IND
2684,TOYOTA Thailand Open,Bangkok,Thailand,19-01-2021,HSBC BWF World Tour Super 1000,MD,Round of 32,1,3,False,13-21,21-13,21-17,Supak Jomkoh,Kittinupong Kedren,Sze Fei Goh,Sze Fei Goh,THA,THA,MAS,MAS,55,51,6,4,6,1,3,4,0,1,"['0-0', '1-0', '1-1', '1-2', '1-3', '1-4', '2-4', '2-5', '3-5', '3-6', '3-7', '3-8', '4-8', '4-9', '4-10', '5-10', '5-11', '6-11', '7-11', '7-12', '7-13', '7-14', '8-14', '9-14', '10-14', '10-15', '11-15', '11-16', '12-16', '12-17', '12-18', '12-19', '13-19', '13-20', '13-21']",6.0,3.0,3.0,0.0,"['0-0', '1-0', '1-1', '2-1', '2-2', '3-2', '3-3', '4-3', '5-3', '6-3', '7-3', '8-3', '9-3', '9-4', '9-5', '9-6', '10-6', '10-7', '11-7', '11-8', '12-8', '13-8', '14-8', '14-9', '15-9', '15-10', '16-10', '17-10', '18-10', '19-10', '19-11', '20-11', '20-12', '20-13', '21-13']",6.0,4.0,3.0,0.0,"['0-0', '0-1', '1-1', '2-1', '3-1', '3-2', '3-3', '3-4', '4-4', '5-4', '6-4', '6-5', '6-6', '6-7', '6-8', '7-8', '8-8', '9-8', '9-9', '9-10', '10-10', '10-11', '11-11', '11-12', '11-13', '11-14', '12-14', '13-14', '14-14', '14-15', '15-15', '16-15', '17-15', '18-15', '19-15', '20-15', '20-16', '20-17', '21-17']",THA,MAS
2685,TOYOTA Thailand Open,Bangkok,Thailand,19-01-2021,HSBC BWF World Tour Super 1000,MD,Round of 32,0,2,True,21-9,11-8,,Mathias Christiansen,Niclas Nohr,Bodin Isara,Bodin Isara,DEN,DEN,THA,THA,32,17,8,4,1,0,8,4,1,0,"['0-0', '1-0', '2-0', '3-0', '4-0', '5-0', '6-0', '7-0', '8-0', '8-1', '9-1', '9-2', '9-3', '9-4', '9-5', '10-5', '10-6', '11-6', '12-6', '13-6', '13-7', '14-7', '15-7', '15-8', '16-8', '17-8', '17-9', '18-9', '19-9', '20-9', '21-9']",3.0,2.0,0.0,0.0,"['0-0', '1-0', '1-1', '2-1', '2-2', '3-2', '4-2', '5-2', '5-3', '6-3', '6-4', '7-4', '7-5', '7-6', '8-6', '8-7', '9-7', '9-8', '10-8', '11-8']",,,,,[],DEN,THA
2686,TOYOTA Thailand Open,Bangkok,Thailand,19-01-2021,HSBC BWF World Tour Super 1000,MD,Round of 32,1,3,False,15-21,21-15,21-17,Solgyu Choi,Seung Jae Seo,Sung Hyun Ko,Sung Hyun Ko,KOR,KOR,KOR,KOR,57,53,6,5,4,3,3,5,0,3,"['0-0', '0-1', '1-1', '2-1', '3-1', '3-2', '3-3', '3-4', '4-4', '4-5', '4-6', '4-7', '5-7', '5-8', '6-8', '6-9', '7-9', '8-9', '8-10', '8-11', '8-12', '9-12', '10-12', '10-13', '11-13', '11-14', '12-14', '12-15', '12-16', '12-17', '12-18', '12-19', '13-19', '13-20', '14-20', '15-20', '15-21']",5.0,3.0,1.0,0.0,"['0-0', '1-0', '2-0', '3-0', '3-1', '4-1', '5-1', '5-2', '6-2', '6-3', '6-4', '7-4', '8-4', '9-4', '9-5', '9-6', '9-7', '10-7', '10-8', '10-9', '11-9', '11-10', '12-10', '12-11', '12-12', '13-12', '13-13', '14-13', '15-13', '15-14', '16-14', '16-15', '17-15', '18-15', '19-15', '20-15', '21-15']",5.0,5.0,3.0,0.0,"['0-0', '1-0', '1-1', '2-1', '3-1', '4-1', '4-2', '5-2', '5-3', '5-4', '6-4', '6-5', '7-5', '7-6', '8-6', '8-7', '9-7', '9-8', '10-8', '11-8', '11-9', '12-9', '13-9', '14-9', '15-9', '16-9', '16-10', '17-10', '18-10', '18-11', '18-12', '18-13', '18-14', '18-15', '19-15', '20-15', '20-16', '20-17', '21-17']",KOR,KOR
2687,TOYOTA Thailand Open,Bangkok,Thailand,20-01-2021,HSBC BWF World Tour Super 1000,MD,Round of 32,1,3,False,21-15,16-21,21-13,Muhammad Shohibul Fikri,Bagas Maulana,Vladimir Ivanov,Vladimir Ivanov,INA,INA,RUS,RUS,58,49,7,7,3,1,7,4,2,0,"['0-0', '1-0', '1-1', '2-1', '3-1', '4-1', '5-1', '6-1', '7-1', '8-1', '8-2', '9-2', '9-3', '9-4', '10-4', '11-4', '12-4', '12-5', '13-5', '14-5', '14-6', '15-6', '16-6', '16-7', '16-8', '17-8', '17-9', '18-9', '18-10', '18-11', '18-12', '18-13', '19-13', '19-14', '20-14', '20-15', '21-15']",3.0,7.0,0.0,1.0,"['0-0', '1-0', '1-1', '2-1', '3-1', '3-2', '4-2', '4-3', '4-4', '4-5', '4-6', '4-7', '4-8', '4-9', '5-9', '5-10', '6-10', '6-11', '6-12', '7-12', '7-13', '8-13', '8-14', '9-14', '9-15', '9-16', '10-16', '11-16', '11-17', '12-17', '13-17', '14-17', '14-18', '14-19', '15-19', '16-19', '16-20', '16-21']",6.0,5.0,1.0,0.0,"['0-0', '1-0', '1-1', '1-2', '1-3', '1-4', '1-5', '2-5', '3-5', '3-6', '4-6', '4-7', '5-7', '5-8', '6-8', '6-9', '7-9', '8-9', '9-9', '10-9', '11-9', '12-9', '12-10', '13-10', '14-10', '15-10', '15-11', '15-12', '16-12', '17-12', '17-13', '18-13', '19-13', '20-13', '21-13']",INA,RUS
2688,TOYOTA Thailand Open,Bangkok,Thailand,20-01-2021,HSBC BWF World Tour Super 1000,MD,Round of 32,2,2,False,21-23,15-21,,Marcus Ellis,Chris Langridge,Mohammad Ahsan,Mohammad Ahsan,ENG,ENG,INA,INA,36,44,8,4,2,3,8,4,2,1,"['0-0', '1-0', '2-0', '3-0', '4-0', '5-0', '6-0', '7-0', '8-0', '8-1', '9-1', '9-2', '10-2', '11-2', '11-3', '11-4', '12-4', '12-5', '12-6', '13-6', '13-7', '13-8', '13-9', '13-10', '14-10', '14-11', '14-12', '14-13', '15-13', '15-14', '16-14', '16-15', '16-16', '16-17', '17-17', '17-18', '18-18', '19-18', '19-19', '20-19', '20-20', '21-20', '21-21', '21-22', '21-23']",3.0,4.0,0.0,2.0,"['0-0', '1-0', '1-1', '2-1', '2-2', '2-3', '2-4', '2-5', '3-5', '4-5', '4-6', '4-7', '5-7', '5-8', '5-9', '5-10', '6-10', '7-10', '7-11', '7-12', '8-12', '8-13', '9-13', '10-13', '10-14', '10-15', '11-15', '12-15', '13-15', '13-16', '14-16', '14-17', '14-18', '14-19', '14-20', '15-20', '15-21']",,,,,[],ENG,INA
2689,TOYOTA Thailand Open,Bangkok,Thailand,20-01-2021,HSBC BWF World Tour Super 1000,MD,Round of 32,1,2,False,21-18,21-19,,Ben Lane,Sean Vendy,Fajar Alfian,Fajar Alfian,ENG,ENG,INA,INA,42,37,5,3,4,0,5,3,2,0,"['0-0', '1-0', '1-1', '1-2', '1-3', '2-3', '2-4', '3-4', '4-4', '4-5', '5-5', '5-6', '6-6', '7-6', '7-7', '7-8', '8-8', '8-9', '9-9', '9-10', '10-10', '11-10', '12-10', '13-10', '14-10', '14-11', '15-11', '15-12', '15-13', '16-13', '16-14', '17-14', '17-15', '17-16', '18-16', '19-16', '19-17', '20-17', '20-18', '21-18']",4.0,3.0,2.0,0.0,"['0-0', '0-1', '1-1', '2-1', '2-2', '3-2', '3-3', '3-4', '4-4', '4-5', '5-5', '5-6', '6-6', '7-6', '7-7', '7-8', '8-8', '8-9', '9-9', '10-9', '11-9', '11-10', '12-10', '12-11', '12-12', '13-12', '14-12', '15-12', '16-12', '16-13', '16-14', '16-15', '17-15', '17-16', '17-17', '18-17', '18-18', '19-18', '20-18', '20-19', '21-19']",,,,,[],ENG,INA
2690,TOYOTA Thailand Open,Bangkok,Thailand,20-01-2021,HSBC BWF World Tour Super 1000,MD,Round of 32,2,2,False,14-21,11-21,,Phillip Chew,Ryan Chew,Yang Lee,Yang Lee,USA,USA,TPE,TPE,25,42,3,13,0,3,3,5,0,2,"['0-0', '0-1', '0-2', '1-2', '1-3', '2-3', '3-3', '4-3', '4-4', '4-5', '4-6', '5-6', '5-7', '6-7', '7-7', '8-7', '8-8', '8-9', '9-9', '9-10', '9-11', '10-11', '11-11', '11-12', '11-13', '11-14', '11-15', '11-16', '12-16', '12-17', '12-18', '13-18', '13-19', '13-20', '14-20', '14-21']",3.0,13.0,0.0,1.0,"['0-0', '1-0', '1-1', '2-1', '3-1', '4-1', '4-2', '5-2', '5-3', '6-3', '7-3', '7-4', '8-4', '8-5', '8-6', '9-6', '10-6', '10-7', '10-8', '10-9', '10-10', '10-11', '10-12', '10-13', '10-14', '10-15', '10-16', '10-17', '10-18', '10-19', '11-19', '11-20', '11-21']",,,,,[],USA,TPE
2691,TOYOTA Thailand Open,Bangkok,Thailand,20-01-2021,HSBC BWF World Tour Super 1000,MD,Round of 32,2,2,False,21-23,17-21,,Oliver Leydon-Davis,Abhinav Manota,M.R. Arjun,M.R. Arjun,NZL,NZL,IND,IND,38,44,5,4,2,4,5,4,2,2,"['0-0', '0-1', '0-2', '1-2', '1-3', '1-4', '2-4', '2-5', '3-5', '4-5', '5-5', '6-5', '7-5', '7-6', '7-7', '7-8', '7-9', '8-9', '9-9', '10-9', '10-10', '10-11', '11-11', '11-12', '12-12', '12-13', '13-13', '13-14', '14-14', '15-14', '15-15', '15-16', '16-16', '16-17', '17-17', '17-18', '18-18', '19-18', '20-18', '20-19', '20-20', '20-21', '21-21', '21-22', '21-23']",3.0,3.0,0.0,2.0,"['0-0', '1-0', '1-1', '1-2', '2-2', '3-2', '3-3', '3-4', '4-4', '5-4', '5-5', '6-5', '7-5', '8-5', '8-6', '8-7', '9-7', '10-7', '10-8', '11-8', '11-9', '11-10', '11-11', '12-11', '12-12', '12-13', '12-14', '13-14', '13-15', '13-16', '14-16', '15-16', '15-17', '15-18', '16-18', '16-19', '16-20', '17-20', '17-21']",,,,,[],NZL,IND
2692,TOYOTA Thailand Open,Bangkok,Thailand,20-01-2021,HSBC BWF World Tour Super 1000,MD,Round of 32,1,2,False,21-15,22-20,,Jason Anthony Ho-Shue,Nyl Yakura,Daniel Hess,Daniel Hess,CAN,CAN,GER,GER,43,35,8,6,4,0,7,5,1,0,"['0-0', '0-1', '0-2', '0-3', '0-4', '0-5', '1-5', '2-5', '2-6', '2-7', '3-7', '4-7', '4-8', '5-8', '6-8', '6-9', '6-10', '7-10', '8-10', '8-11', '9-11', '10-11', '10-12', '11-12', '11-13', '12-13', '12-14', '13-14', '14-14', '14-15', '15-15', '16-15', '17-15', '18-15', '19-15', '20-15', '21-15']",4.0,6.0,3.0,0.0,"['0-0', '1-0', '1-1', '2-1', '2-2', '2-3', '2-4', '2-5', '2-6', '2-7', '3-7', '4-7', '4-8', '5-8', '6-8', '7-8', '7-9', '7-10', '7-11', '8-11', '8-12', '8-13', '8-14', '9-14', '10-14', '10-15', '10-16', '11-16', '12-16', '13-16', '14-16', '14-17', '15-17', '16-17', '17-17', '18-17', '18-18', '19-18', '20-18', '20-19', '20-20', '21-20', '22-20']",,,,,[],CAN,GER
2693,TOYOTA Thailand Open,Bangkok,Thailand,20-01-2021,HSBC BWF World Tour Super 1000,MD,Round of 32,2,2,False,14-21,16-21,,Eloi Adam,Julien Maio,Pramudya Kusumawardana,Pramudya Kusumawardana,FRA,FRA,INA,INA,30,42,4,9,0,4,3,6,0,1,"['0-0', '1-0', '1-1', '1-2', '1-3', '2-3', '3-3', '3-4', '4-4', '4-5', '4-6', '4-7', '4-8', '5-8', '5-9', '6-9', '7-9', '8-9', '8-10', '9-10', '9-11', '10-11', '11-11', '11-12', '11-13', '11-14', '11-15', '12-15', '13-15', '14-15', '14-16', '14-17', '14-18', '14-19', '14-20', '14-21']",4.0,4.0,0.0,3.0,"['0-0', '0-1', '0-2', '0-3', '1-3', '1-4', '2-4', '3-4', '4-4', '5-4', '5-5', '6-5', '6-6', '6-7', '6-8', '7-8', '8-8', '8-9', '8-10', '8-11', '9-11', '10-11', '10-12', '11-12', '11-13', '11-14', '11-15', '12-15', '13-15', '13-16', '14-16', '14-17', '14-18', '14-19', '14-20', '15-20', '16-20', '16-21']",,,,,[],FRA,INA
2694,TOYOTA Thailand Open,Bangkok,Thailand,20-01-2021,HSBC BWF World Tour Super 1000,MD,Round of 32,1,2,False,21-14,21-11,,Mark Lamsfuss,Marvin Seidel,Apiluk Gaterahong,Apiluk Gaterahong,GER,GER,THA,THA,42,25,7,3,4,0,7,3,3,0,"['0-0', '0-1', '1-1', '2-1', '3-1', '3-2', '4-2', '5-2', '5-3', '6-3', '6-4', '7-4', '8-4', '8-5', '9-5', '10-5', '10-6', '10-7', '11-7', '11-8', '12-8', '12-9', '13-9', '13-10', '13-11', '13-12', '14-12', '15-12', '16-12', '17-12', '18-12', '19-12', '20-12', '20-13', '20-14', '21-14']",7.0,3.0,1.0,0.0,"['0-0', '0-1', '1-1', '2-1', '2-2', '3-2', '4-2', '5-2', '6-2', '7-2', '8-2', '9-2', '9-3', '9-4', '10-4', '11-4', '11-5', '12-5', '13-5', '14-5', '14-6', '15-6', '16-6', '16-7', '16-8', '16-9', '17-9', '17-10', '17-11', '18-11', '19-11', '20-11', '21-11']",,,,,[],GER,THA
2695,TOYOTA Thailand Open,Bangkok,Thailand,21-01-2021,HSBC BWF World Tour Super 1000,MD,Round of 16,1,3,False,21-12,6-21,21-12,Aaron Chia,Wooi Yik Soh,Leo Rolly Carnando,Leo Rolly Carnando,MAS,MAS,INA,INA,48,45,7,5,4,1,5,2,3,0,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '3-3', '4-3', '4-4', '5-4', '6-4', '6-5', '7-5', '8-5', '9-5', '9-6', '10-6', '10-7', '11-7', '12-7', '13-7', '14-7', '14-8', '14-9', '15-9', '16-9', '17-9', '18-9', '19-9', '19-10', '20-10', '20-11', '20-12', '21-12']",2.0,5.0,0.0,1.0,"['0-0', '0-1', '0-2', '0-3', '0-4', '1-4', '1-5', '1-6', '1-7', '1-8', '2-8', '2-9', '2-10', '2-11', '2-12', '2-13', '3-13', '3-14', '3-15', '3-16', '4-16', '4-17', '4-18', '4-19', '5-19', '6-19', '6-20', '6-21']",7.0,5.0,1.0,0.0,"['0-0', '1-0', '2-0', '2-1', '2-2', '3-2', '4-2', '4-3', '4-4', '4-5', '4-6', '4-7', '5-7', '5-8', '6-8', '7-8', '8-8', '8-9', '8-10', '9-10', '9-11', '10-11', '11-11', '12-11', '13-11', '14-11', '15-11', '16-11', '16-12', '17-12', '18-12', '19-12', '20-12', '21-12']",MAS,INA
2696,TOYOTA Thailand Open,Bangkok,Thailand,21-01-2021,HSBC BWF World Tour Super 1000,MD,Round of 16,2,3,False,15-21,21-16,15-21,Supak Jomkoh,Kittinupong Kedren,V Shem Goh,V Shem Goh,THA,THA,MAS,MAS,51,58,5,4,1,2,4,3,0,1,"['0-0', '0-1', '1-1', '2-1', '2-2', '2-3', '3-3', '3-4', '3-5', '3-6', '4-6', '4-7', '4-8', '4-9', '5-9', '6-9', '6-10', '6-11', '6-12', '7-12', '8-12', '9-12', '10-12', '10-13', '10-14', '10-15', '11-15', '12-15', '12-16', '13-16', '14-16', '14-17', '14-18', '14-19', '15-19', '15-20', '15-21']",5.0,4.0,1.0,0.0,"['0-0', '1-0', '1-1', '1-2', '1-3', '2-3', '3-3', '3-4', '4-4', '4-5', '5-5', '6-5', '6-6', '6-7', '6-8', '6-9', '7-9', '8-9', '9-9', '10-9', '11-9', '11-10', '12-10', '13-10', '14-10', '14-11', '15-11', '15-12', '16-12', '16-13', '16-14', '16-15', '17-15', '17-16', '18-16', '19-16', '20-16', '21-16']",2.0,3.0,0.0,1.0,"['0-0', '1-0', '1-1', '2-1', '2-2', '2-3', '3-3', '3-4', '3-5', '4-5', '4-6', '4-7', '5-7', '5-8', '6-8', '6-9', '7-9', '7-10', '7-11', '8-11', '9-11', '9-12', '9-13', '9-14', '10-14', '10-15', '11-15', '11-16', '12-16', '12-17', '12-18', '13-18', '14-18', '14-19', '15-19', '15-20', '15-21']",THA,MAS
